MsgID.STATE,1521883067.1269608,False,False
MsgID.LOCAL_VELOCITY,1521883118.9070959,2.1800000,4.9000000,0.0200000
MsgID.GLOBAL_POSITION,1521883119.1577592,-122.3976385,37.7950211,5.0130000
MsgID.LOCAL_VELOCITY,1521883119.1577592,1.4400000,5.6900000,0.0500000
MsgID.LOCAL_POSITION,1521883119.1577592,282.3000488,-16.4638081,-5.0132732
MsgID.LOCAL_VELOCITY,1521883119.1577592,1.4495457,5.6901379,0.0594549
MsgID.STATE,1521883119.3701026,True,True
MsgID.GLOBAL_HOME,1521883119.3701026,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883119.4089570,-122.3976224,37.7950234,5.0170000
MsgID.LOCAL_VELOCITY,1521883119.4089570,0.6300000,6.3700000,0.1200000
MsgID.LOCAL_POSITION,1521883119.4089570,282.5560913,-15.0371399,-5.0178370
MsgID.LOCAL_VELOCITY,1521883119.4089570,0.6379495,6.3705955,0.1212024
MsgID.GLOBAL_POSITION,1521883119.6567583,-122.3976044,37.7950227,5.0170000
MsgID.LOCAL_VELOCITY,1521883119.6567583,-0.2200000,6.9200000,0.1800000
MsgID.LOCAL_POSITION,1521883119.6577740,282.4786682,-13.4386854,-5.0171494
MsgID.LOCAL_VELOCITY,1521883119.6577740,-0.2296722,6.9202919,0.1832678
MsgID.GLOBAL_POSITION,1521883119.9081213,-122.3975849,37.7950216,5.0070000
MsgID.LOCAL_VELOCITY,1521883119.9081213,-1.2200000,7.1000000,0.1600000
MsgID.LOCAL_POSITION,1521883119.9081213,282.3556824,-11.7051697,-5.0070987
MsgID.LOCAL_VELOCITY,1521883119.9081213,-1.2222123,7.1077614,0.1615990
MsgID.GLOBAL_POSITION,1521883120.1570683,-122.3975670,37.7950180,5.0060000
MsgID.LOCAL_VELOCITY,1521883120.1570683,-1.9400000,5.9200000,0.0800000
MsgID.LOCAL_POSITION,1521883120.1570683,281.9570312,-10.1105957,-5.0064788
MsgID.LOCAL_VELOCITY,1521883120.1570683,-1.9461894,5.9210000,0.0868419
MsgID.STATE,1521883120.3716202,True,True
MsgID.GLOBAL_HOME,1521883120.3716202,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883120.4090025,-122.3975537,37.7950139,5.0070000
MsgID.LOCAL_VELOCITY,1521883120.4090025,-1.8100000,4.3000000,0.1100000
MsgID.LOCAL_POSITION,1521883120.4100020,281.5003052,-8.9309654,-5.0079618
MsgID.LOCAL_VELOCITY,1521883120.4100020,-1.8143049,4.3056626,0.1103016
MsgID.GLOBAL_POSITION,1521883120.6584311,-122.3975424,37.7950111,5.0060000
MsgID.LOCAL_VELOCITY,1521883120.6584311,-1.0900000,3.5500000,0.0700000
MsgID.LOCAL_POSITION,1521883120.6594326,281.1856995,-7.9280128,-5.0067029
MsgID.LOCAL_VELOCITY,1521883120.6594326,-1.0911595,3.5544620,0.0711327
MsgID.LOCAL_POSITION,1521883120.9073031,280.9750977,-7.0270786,-5.0094752
MsgID.LOCAL_VELOCITY,1521883120.9073031,0.3463749,3.6785214,0.0432573
MsgID.GLOBAL_POSITION,1521883120.9073031,-122.3975323,37.7950092,5.0090000
MsgID.LOCAL_VELOCITY,1521883120.9073031,0.3400000,3.6700000,0.0400000
MsgID.LOCAL_POSITION,1521883121.1603508,281.1586914,-5.9121614,-5.0036793
MsgID.LOCAL_VELOCITY,1521883121.1603508,1.6433510,3.5129097,0.0623032
MsgID.GLOBAL_POSITION,1521883121.1613483,-122.3975198,37.7950108,5.0030000
MsgID.LOCAL_VELOCITY,1521883121.1613483,1.6400000,3.5100000,0.0600000
MsgID.STATE,1521883121.3713853,True,True
MsgID.GLOBAL_HOME,1521883121.3713853,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883121.4083793,-122.3975105,37.7950159,5.0020000
MsgID.LOCAL_VELOCITY,1521883121.4083793,2.7800000,2.9300000,0.0400000
MsgID.LOCAL_POSITION,1521883121.4083793,281.7187500,-5.0895557,-5.0029888
MsgID.LOCAL_VELOCITY,1521883121.4083793,2.7827945,2.9357722,0.0410602
MsgID.LOCAL_POSITION,1521883121.6589410,282.5648193,-4.5546904,-5.0064120
MsgID.LOCAL_VELOCITY,1521883121.6589410,3.6346896,1.9712542,0.0310690
MsgID.GLOBAL_POSITION,1521883121.6599410,-122.3975045,37.7950235,5.0060000
MsgID.LOCAL_VELOCITY,1521883121.6599410,3.6300000,1.9700000,0.0300000
MsgID.GLOBAL_POSITION,1521883121.9095080,-122.3975002,37.7950316,5.0030000
MsgID.LOCAL_VELOCITY,1521883121.9095080,3.8700000,0.6700000,0.0300000
MsgID.LOCAL_POSITION,1521883121.9105079,283.4649658,-4.1769404,-5.0038323
MsgID.LOCAL_VELOCITY,1521883121.9105079,3.8700585,0.6725656,0.0361053
MsgID.GLOBAL_POSITION,1521883122.1613154,-122.3974996,37.7950383,5.0010000
MsgID.LOCAL_VELOCITY,1521883122.1613154,3.2500000,-0.4900000,0.0300000
MsgID.LOCAL_POSITION,1521883122.1613154,284.2133789,-4.1163945,-5.0010958
MsgID.LOCAL_VELOCITY,1521883122.1613154,3.2595973,-0.4952072,0.0365839
MsgID.STATE,1521883122.3702755,True,True
MsgID.GLOBAL_HOME,1521883122.3702755,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883122.4123361,-122.3975031,37.7950455,4.9960000
MsgID.LOCAL_VELOCITY,1521883122.4123361,2.1500000,-1.1200000,-0.0100000
MsgID.LOCAL_POSITION,1521883122.4123361,285.0093689,-4.4281406,-4.9966693
MsgID.LOCAL_VELOCITY,1521883122.4123361,2.1562312,-1.1244951,-0.0152868
MsgID.GLOBAL_POSITION,1521883122.6606781,-122.3975075,37.7950496,5.0030000
MsgID.LOCAL_VELOCITY,1521883122.6606781,1.2800000,-0.5700000,-0.0300000
MsgID.LOCAL_POSITION,1521883122.6606781,285.4613342,-4.8253789,-5.0036020
MsgID.LOCAL_VELOCITY,1521883122.6606781,1.2815968,-0.5704961,-0.0308975
MsgID.LOCAL_POSITION,1521883122.9118214,285.6289673,-4.8039117,-4.9996066
MsgID.LOCAL_VELOCITY,1521883122.9118214,1.0906929,0.6996560,0.0336234
MsgID.GLOBAL_POSITION,1521883122.9118214,-122.3975073,37.7950511,4.9990000
MsgID.LOCAL_VELOCITY,1521883122.9118214,1.0900000,0.6900000,0.0300000
MsgID.GLOBAL_POSITION,1521883123.1626961,-122.3975034,37.7950543,4.9990000
MsgID.LOCAL_VELOCITY,1521883123.1626961,0.8600000,1.9500000,0.0100000
MsgID.LOCAL_POSITION,1521883123.1626961,285.9878845,-4.4519982,-4.9990077
MsgID.LOCAL_VELOCITY,1521883123.1626961,0.8651292,1.9546418,0.0111916
MsgID.STATE,1521883123.3705831,True,True
MsgID.GLOBAL_HOME,1521883123.3705831,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883123.4126191,-122.3974948,37.7950566,5.0070000
MsgID.LOCAL_VELOCITY,1521883123.4126191,0.5900000,3.1100000,0.0100000
MsgID.LOCAL_POSITION,1521883123.4136095,286.2433472,-3.6948953,-5.0077085
MsgID.LOCAL_VELOCITY,1521883123.4136095,0.5917075,3.1161735,0.0140163
MsgID.LOCAL_POSITION,1521883123.6614752,286.3249512,-2.6362998,-5.0134912
MsgID.LOCAL_VELOCITY,1521883123.6614752,0.3247407,4.1772103,0.0785071
MsgID.GLOBAL_POSITION,1521883123.6614752,-122.3974829,37.7950573,5.0130000
MsgID.LOCAL_VELOCITY,1521883123.6614752,0.3200000,4.1700000,0.0700000
MsgID.GLOBAL_POSITION,1521883123.9129345,-122.3974710,37.7950578,5.0080000
MsgID.LOCAL_VELOCITY,1521883123.9129345,0.0500000,5.1900000,0.0900000
MsgID.LOCAL_POSITION,1521883123.9129345,286.3717346,-1.5813507,-5.0082951
MsgID.LOCAL_VELOCITY,1521883123.9129345,0.0575094,5.1967130,0.0930419
MsgID.LOCAL_POSITION,1521883124.1630733,286.2515869,-0.0013798,-5.0033355
MsgID.LOCAL_VELOCITY,1521883124.1630733,-0.2086128,6.1657724,0.0618251
MsgID.GLOBAL_POSITION,1521883124.1630733,-122.3974533,37.7950567,5.0030000
MsgID.LOCAL_VELOCITY,1521883124.1630733,-0.2000000,6.1600000,0.0600000
MsgID.STATE,1521883124.3722522,True,True
MsgID.GLOBAL_HOME,1521883124.3722522,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1521883124.4135108,286.1504211,1.6036305,-4.9937501
MsgID.LOCAL_VELOCITY,1521883124.4135108,-0.4542668,7.0688758,0.0240501
MsgID.GLOBAL_POSITION,1521883124.4135108,-122.3974352,37.7950558,4.9930000
MsgID.LOCAL_VELOCITY,1521883124.4135108,-0.4500000,7.0600000,0.0200000
MsgID.LOCAL_POSITION,1521883124.6615973,286.1490479,3.4506896,-4.9908566
MsgID.LOCAL_VELOCITY,1521883124.6615973,-0.7058186,7.9465184,-0.0517565
MsgID.GLOBAL_POSITION,1521883124.6615973,-122.3974144,37.7950558,4.9900000
MsgID.LOCAL_VELOCITY,1521883124.6615973,-0.7000000,7.9400000,-0.0500000
MsgID.LOCAL_POSITION,1521883124.9123394,285.9035950,5.5068398,-4.9873376
MsgID.LOCAL_VELOCITY,1521883124.9123394,-0.9665365,8.4856119,-0.0818922
MsgID.GLOBAL_POSITION,1521883124.9133410,-122.3973913,37.7950536,4.9870000
MsgID.LOCAL_VELOCITY,1521883124.9133410,-0.9600000,8.4800000,-0.0800000
MsgID.GLOBAL_POSITION,1521883125.1623423,-122.3973686,37.7950510,4.9860000
MsgID.LOCAL_VELOCITY,1521883125.1623423,-1.1200000,8.6900000,-0.1200000
MsgID.LOCAL_POSITION,1521883125.1623423,285.6212158,7.5232372,-4.9863791
MsgID.LOCAL_VELOCITY,1521883125.1623423,-1.1263962,8.6978493,-0.1296903
MsgID.STATE,1521883125.3724351,True,True
MsgID.GLOBAL_HOME,1521883125.3724351,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883125.4145553,-122.3973436,37.7950473,4.9830000
MsgID.LOCAL_VELOCITY,1521883125.4145553,-1.1000000,8.1700000,-0.1400000
MsgID.LOCAL_POSITION,1521883125.4145553,285.2091980,9.7504854,-4.9835634
MsgID.LOCAL_VELOCITY,1521883125.4145553,-1.1056616,8.1759424,-0.1430461
MsgID.GLOBAL_POSITION,1521883125.6633112,-122.3973211,37.7950464,4.9860000
MsgID.LOCAL_VELOCITY,1521883125.6633112,-0.8100000,6.4800000,-0.1200000
MsgID.LOCAL_POSITION,1521883125.6633112,285.1093140,11.7462320,-4.9862056
MsgID.LOCAL_VELOCITY,1521883125.6633112,-0.8100079,6.4858313,-0.1268039
MsgID.LOCAL_POSITION,1521883125.9140646,285.0752563,12.8705320,-4.9867921
MsgID.LOCAL_VELOCITY,1521883125.9140646,-0.6135189,4.8994493,-0.1088105
MsgID.GLOBAL_POSITION,1521883125.9150648,-122.3973085,37.7950461,4.9860000
MsgID.LOCAL_VELOCITY,1521883125.9150648,-0.6100000,4.8900000,-0.1000000
MsgID.LOCAL_POSITION,1521883126.1638913,284.8615723,13.9032068,-4.9940305
MsgID.LOCAL_VELOCITY,1521883126.1638913,-0.4810703,3.1997063,-0.1130979
MsgID.GLOBAL_POSITION,1521883126.1648953,-122.3972968,37.7950442,4.9940000
MsgID.LOCAL_VELOCITY,1521883126.1648953,-0.4800000,3.1900000,-0.1100000
MsgID.STATE,1521883126.3717277,True,True
MsgID.GLOBAL_HOME,1521883126.3717277,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1521883126.4159775,284.5697327,14.5822105,-5.0001755
MsgID.LOCAL_VELOCITY,1521883126.4159775,-0.3293898,1.7531538,-0.0435367
MsgID.GLOBAL_POSITION,1521883126.4159775,-122.3972892,37.7950415,5.0000000
MsgID.LOCAL_VELOCITY,1521883126.4159775,-0.3200000,1.7500000,-0.0400000
MsgID.LOCAL_POSITION,1521883126.6655524,284.6150513,14.9355526,-5.0014696
MsgID.LOCAL_VELOCITY,1521883126.6655524,-0.1085785,0.3683355,-0.0285884
MsgID.GLOBAL_POSITION,1521883126.6655524,-122.3972852,37.7950420,5.0010000
MsgID.LOCAL_VELOCITY,1521883126.6655524,-0.1000000,0.3600000,-0.0200000
MsgID.LOCAL_POSITION,1521883126.9154661,284.6416016,14.8696251,-5.0026326
MsgID.LOCAL_VELOCITY,1521883126.9154661,0.0664279,-0.8912650,0.0459415
MsgID.GLOBAL_POSITION,1521883126.9164593,-122.3972860,37.7950422,5.0020000
MsgID.LOCAL_VELOCITY,1521883126.9164593,0.0600000,-0.8900000,0.0400000
MsgID.LOCAL_POSITION,1521883127.1659317,284.6193542,14.4903240,-5.0039029
MsgID.LOCAL_VELOCITY,1521883127.1659317,0.2213193,-2.1589160,-0.0092416
MsgID.GLOBAL_POSITION,1521883127.1659317,-122.3972902,37.7950420,5.0030000
MsgID.LOCAL_VELOCITY,1521883127.1659317,0.2200000,-2.1500000,0.0000000
MsgID.STATE,1521883127.3722730,True,True
MsgID.GLOBAL_HOME,1521883127.3722730,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883127.4152296,-122.3972997,37.7950425,5.0050000
MsgID.LOCAL_VELOCITY,1521883127.4152296,0.4100000,-3.1100000,0.0700000
MsgID.LOCAL_POSITION,1521883127.4152296,284.6726685,13.6451845,-5.0055742
MsgID.LOCAL_VELOCITY,1521883127.4152296,0.4102690,-3.1135597,0.0747064
MsgID.LOCAL_POSITION,1521883127.6645513,284.8636475,12.8973322,-5.0001335
MsgID.LOCAL_VELOCITY,1521883127.6645513,0.5244094,-3.0734425,0.0583474
MsgID.GLOBAL_POSITION,1521883127.6645513,-122.3973082,37.7950442,5.0000000
MsgID.LOCAL_VELOCITY,1521883127.6645513,0.5200000,-3.0700000,0.0500000
MsgID.GLOBAL_POSITION,1521883127.9145927,-122.3973155,37.7950467,4.9960000
MsgID.LOCAL_VELOCITY,1521883127.9145927,0.3900000,-2.3100000,-0.0100000
MsgID.LOCAL_POSITION,1521883127.9155922,285.1428528,12.2479963,-4.9967861
MsgID.LOCAL_VELOCITY,1521883127.9155922,0.3917454,-2.3111885,-0.0185500
MsgID.LOCAL_POSITION,1521883128.1665936,285.1976318,11.9929857,-5.0022564
MsgID.LOCAL_VELOCITY,1521883128.1665936,0.1419694,-1.1454644,-0.0010071
MsgID.GLOBAL_POSITION,1521883128.1675935,-122.3973183,37.7950472,5.0020000
MsgID.LOCAL_VELOCITY,1521883128.1675935,0.1400000,-1.1400000,0.0000000
MsgID.STATE,1521883128.3716075,True,True
MsgID.GLOBAL_HOME,1521883128.3716075,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1521883128.4157770,284.9704590,11.8291264,-4.9965172
MsgID.LOCAL_VELOCITY,1521883128.4157770,0.0360940,-0.4775475,0.0192928
MsgID.GLOBAL_POSITION,1521883128.4157770,-122.3973202,37.7950452,4.9960000
MsgID.LOCAL_VELOCITY,1521883128.4157770,0.0300000,-0.4700000,0.0100000
MsgID.LOCAL_POSITION,1521883128.6654162,285.0585022,11.6919756,-5.0003996
MsgID.LOCAL_VELOCITY,1521883128.6654162,0.0221028,-0.1907622,-0.0032556
MsgID.GLOBAL_POSITION,1521883128.6664038,-122.3973217,37.7950459,5.0000000
MsgID.LOCAL_VELOCITY,1521883128.6664038,0.0200000,-0.1900000,0.0000000
MsgID.LOCAL_POSITION,1521883128.9169507,285.2207336,11.8109655,-4.8015261
MsgID.LOCAL_VELOCITY,1521883128.9169507,0.0168429,-0.1354906,1.4208077
MsgID.GLOBAL_POSITION,1521883128.9169507,-122.3973204,37.7950474,4.8010000
MsgID.LOCAL_VELOCITY,1521883128.9169507,0.0100000,-0.1300000,1.4200000
MsgID.GLOBAL_POSITION,1521883129.1655369,-122.3973219,37.7950466,4.3810000
MsgID.LOCAL_VELOCITY,1521883129.1655369,0.0000000,-0.0800000,1.8400000
MsgID.LOCAL_POSITION,1521883129.1655369,285.1261902,11.6755733,-4.3816104
MsgID.LOCAL_VELOCITY,1521883129.1655369,-0.0010295,-0.0854016,1.8498099
MsgID.STATE,1521883129.3711076,True,True
MsgID.GLOBAL_HOME,1521883129.3711076,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883129.4171233,-122.3973235,37.7950451,3.9090000
MsgID.LOCAL_VELOCITY,1521883129.4171233,0.0000000,-0.0400000,1.9100000
MsgID.LOCAL_POSITION,1521883129.4171233,284.9635010,11.5315323,-3.9095936
MsgID.LOCAL_VELOCITY,1521883129.4171233,-0.0084116,-0.0412456,1.9199612
MsgID.GLOBAL_POSITION,1521883129.6661315,-122.3973248,37.7950457,3.4280000
MsgID.LOCAL_VELOCITY,1521883129.6661315,0.0000000,0.0000000,1.9600000
MsgID.LOCAL_POSITION,1521883129.6671329,285.0325012,11.4143629,-3.4284134
MsgID.LOCAL_VELOCITY,1521883129.6671329,0.0057897,-0.0061442,1.9658124
MsgID.GLOBAL_POSITION,1521883129.9167438,-122.3973248,37.7950467,2.9440000
MsgID.LOCAL_VELOCITY,1521883129.9167438,0.0100000,0.0200000,1.9400000
MsgID.LOCAL_POSITION,1521883129.9177301,285.1437378,11.4226942,-2.9443502
MsgID.LOCAL_VELOCITY,1521883129.9177301,0.0108964,0.0248841,1.9456614
MsgID.GLOBAL_POSITION,1521883130.1656613,-122.3973231,37.7950455,2.4690000
MsgID.LOCAL_VELOCITY,1521883130.1656613,0.0000000,0.0300000,1.9300000
MsgID.LOCAL_POSITION,1521883130.1656613,285.0038757,11.5669260,-2.4692631
MsgID.LOCAL_VELOCITY,1521883130.1656613,-0.0002053,0.0373926,1.9379925
MsgID.STATE,1521883130.3730478,True,True
MsgID.GLOBAL_HOME,1521883130.3730478,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883130.4162526,-122.3973227,37.7950450,1.9900000
MsgID.LOCAL_VELOCITY,1521883130.4162526,0.0000000,0.0300000,1.9600000
MsgID.LOCAL_POSITION,1521883130.4162526,284.9548645,11.6035433,-1.9901901
MsgID.LOCAL_VELOCITY,1521883130.4162526,0.0022671,0.0318095,1.9699199
MsgID.GLOBAL_POSITION,1521883130.6663995,-122.3973226,37.7950464,1.5150000
MsgID.LOCAL_VELOCITY,1521883130.6663995,0.0100000,0.0200000,1.9500000
MsgID.LOCAL_POSITION,1521883130.6673987,285.1076050,11.6159639,-1.5155315
MsgID.LOCAL_VELOCITY,1521883130.6673987,0.0120755,0.0239931,1.9526429
MsgID.GLOBAL_POSITION,1521883130.9156866,-122.3973222,37.7950462,1.0580000
MsgID.LOCAL_VELOCITY,1521883130.9156866,0.0000000,0.0100000,1.9300000
MsgID.LOCAL_POSITION,1521883130.9166849,285.0888367,11.6452923,-1.0586280
MsgID.LOCAL_VELOCITY,1521883130.9166849,0.0049891,0.0185122,1.9331582
MsgID.GLOBAL_POSITION,1521883131.1688814,-122.3973239,37.7950461,0.5950000
MsgID.LOCAL_VELOCITY,1521883131.1688814,0.0000000,0.0100000,1.9800000
MsgID.LOCAL_POSITION,1521883131.1688814,285.0802002,11.5000038,-0.5950773
MsgID.LOCAL_VELOCITY,1521883131.1688814,-0.0029036,0.0145158,1.9866415
MsgID.STATE,1521883131.3717902,True,True
MsgID.GLOBAL_HOME,1521883131.3717902,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883131.4159675,-122.3973229,37.7950461,0.2050000
MsgID.LOCAL_VELOCITY,1521883131.4159675,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521883131.4169867,285.0801697,11.5857830,-0.2056017
MsgID.LOCAL_VELOCITY,1521883131.4169867,0.0000214,0.0000425,0.0000152
MsgID.GLOBAL_POSITION,1521883131.6670594,-122.3973224,37.7950461,0.2310000
MsgID.LOCAL_VELOCITY,1521883131.6670594,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521883131.6670594,285.0801697,11.6334743,-0.2311926
MsgID.LOCAL_VELOCITY,1521883131.6670594,0.0000264,0.0000243,0.0000086
MsgID.GLOBAL_POSITION,1521883131.9161026,-122.3973225,37.7950462,0.2510000
MsgID.LOCAL_VELOCITY,1521883131.9161026,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521883131.9171083,285.0906982,11.6228390,-0.2518153
MsgID.LOCAL_VELOCITY,1521883131.9171083,0.0000076,0.0000443,0.0000108
MsgID.GLOBAL_POSITION,1521883132.1675522,-122.3973225,37.7950467,0.2650000
MsgID.LOCAL_VELOCITY,1521883132.1675522,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521883132.1675522,285.1368103,11.6229849,-0.2651514
MsgID.LOCAL_VELOCITY,1521883132.1675522,0.0000048,0.0000522,0.0000151
MsgID.STATE,1521883132.3724177,True,True
MsgID.GLOBAL_HOME,1521883132.3724177,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883132.4166117,-122.3973225,37.7950469,0.2690000
MsgID.LOCAL_VELOCITY,1521883132.4166117,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521883132.4166117,285.1647949,11.6226625,-0.2696691
MsgID.LOCAL_VELOCITY,1521883132.4166117,0.0000220,0.0000445,0.0000147
MsgID.GLOBAL_POSITION,1521883132.6663897,-122.3973225,37.7950470,0.2640000
MsgID.LOCAL_VELOCITY,1521883132.6663897,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521883132.6663897,285.1781311,11.6229858,-0.2648055
MsgID.LOCAL_VELOCITY,1521883132.6663897,0.0000241,-0.0000033,0.0000102
MsgID.GLOBAL_POSITION,1521883132.9171464,-122.3973225,37.7950454,0.2510000
MsgID.LOCAL_VELOCITY,1521883132.9171464,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521883132.9171464,284.9973145,11.6230202,-0.2516094
MsgID.LOCAL_VELOCITY,1521883132.9171464,0.0000170,0.0000452,0.0000161
MsgID.GLOBAL_POSITION,1521883133.1667678,-122.3973221,37.7950447,0.2320000
MsgID.LOCAL_VELOCITY,1521883133.1667678,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521883133.1667678,284.9188843,11.6575394,-0.2324994
MsgID.LOCAL_VELOCITY,1521883133.1667678,0.0000032,0.0000530,0.0000165
MsgID.STATE,1521883133.3716140,True,True
MsgID.GLOBAL_HOME,1521883133.3716140,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883133.4165983,-122.3973231,37.7950449,0.2100000
MsgID.LOCAL_VELOCITY,1521883133.4165983,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521883133.4165983,284.9403992,11.5655689,-0.2105050
MsgID.LOCAL_VELOCITY,1521883133.4165983,0.0000101,0.0000560,0.0000185
MsgID.GLOBAL_POSITION,1521883133.6667268,-122.3973241,37.7950466,0.1880000
MsgID.LOCAL_VELOCITY,1521883133.6667268,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521883133.6667268,285.1315002,11.4812326,-0.1886416
MsgID.LOCAL_VELOCITY,1521883133.6667268,0.0000133,-0.0000309,0.0000229
MsgID.GLOBAL_POSITION,1521883133.9170737,-122.3973231,37.7950469,0.1680000
MsgID.LOCAL_VELOCITY,1521883133.9170737,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521883133.9170737,285.1648865,11.5728025,-0.1683779
MsgID.LOCAL_VELOCITY,1521883133.9170737,0.0000267,-0.0000041,0.0000091
MsgID.GLOBAL_POSITION,1521883134.1674805,-122.3973234,37.7950448,0.1490000
MsgID.LOCAL_VELOCITY,1521883134.1674805,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521883134.1674805,284.9278870,11.5397301,-0.1497282
MsgID.LOCAL_VELOCITY,1521883134.1674805,0.0000156,0.0000474,0.0000123
MsgID.STATE,1521883134.3716815,True,True
MsgID.GLOBAL_HOME,1521883134.3716815,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883134.4178994,-122.3973226,37.7950449,0.1320000
MsgID.LOCAL_VELOCITY,1521883134.4178994,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521883134.4178994,284.9371643,11.6107140,-0.1320996
MsgID.LOCAL_VELOCITY,1521883134.4178994,0.0000280,-0.0000220,0.0000165
MsgID.GLOBAL_POSITION,1521883134.6699047,-122.3973224,37.7950462,0.1140000
MsgID.LOCAL_VELOCITY,1521883134.6699047,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521883134.6699047,285.0874939,11.6297073,-0.1146504
MsgID.LOCAL_VELOCITY,1521883134.6699047,0.0000022,0.0000432,0.0000155
MsgID.GLOBAL_POSITION,1521883134.9198928,-122.3973211,37.7950454,0.0960000
MsgID.LOCAL_VELOCITY,1521883134.9198928,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521883134.9198928,284.9949646,11.7505026,-0.0966603
MsgID.LOCAL_VELOCITY,1521883134.9198928,-0.0000938,-0.0001532,-0.0000211
MsgID.GLOBAL_POSITION,1521883135.1698942,-122.3973226,37.7950445,0.0770000
MsgID.LOCAL_VELOCITY,1521883135.1698942,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521883135.1698942,284.8947754,11.6169987,-0.0777519
MsgID.LOCAL_VELOCITY,1521883135.1698942,0.0000187,0.0000528,0.0000160
MsgID.STATE,1521883135.3744547,True,True
MsgID.GLOBAL_HOME,1521883135.3744547,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883135.4185312,-122.3973242,37.7950454,0.0560000
MsgID.LOCAL_VELOCITY,1521883135.4185312,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521883135.4185312,285.0024109,11.4695988,-0.0569948
MsgID.LOCAL_VELOCITY,1521883135.4185312,-0.0000064,0.0000226,0.0000057
MsgID.GLOBAL_POSITION,1521883135.6680307,-122.3973243,37.7950469,0.0330000
MsgID.LOCAL_VELOCITY,1521883135.6680307,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521883135.6680307,285.1648254,11.4656267,-0.0339612
MsgID.LOCAL_VELOCITY,1521883135.6680307,0.0000083,0.0000287,0.0000044
MsgID.GLOBAL_POSITION,1521883135.9201884,-122.3973225,37.7950473,0.0100000
MsgID.LOCAL_VELOCITY,1521883135.9201884,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521883135.9201884,285.2060242,11.6209297,-0.0104216
MsgID.LOCAL_VELOCITY,1521883135.9201884,-0.0000279,-0.0005967,0.0000107
MsgID.GLOBAL_POSITION,1521883136.1710281,-122.3973217,37.7950454,-0.0090000
MsgID.LOCAL_VELOCITY,1521883136.1710281,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521883136.1710281,284.9960022,11.6948195,0.0095521
MsgID.LOCAL_VELOCITY,1521883136.1710281,0.0000029,-0.0005584,-0.0000101
